Gene	Num_Studies	Studies	Response	SB_count	SB_Response_Summary	SB_Ind_Responses	SB_CellFrac	TCPOBOP_count	TCPOBOP_Response_Summary	TCPOBOP_Ind_Responses	TCPOBOP_CellFrac	Background
CYP4F15	2	G21_TCPOBOP:L17	G21_TCPOBOP_Up_AC_1_FC_4:L17_M3_U_M27_U_F3_U	0	NotSexBiased	NA	NA	2	Induced_Male_Up_Both	B_U_T27,B_U_B	0000222022	FALSE
CYP4F16	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_1_FC_0	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	M_D_T27	0001000000	FALSE
CYP4F41-PS	1	L17	L17_M27_D	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
CYP51	2	G21_TCPOBOP:G22	G21_TCPOBOP_Up_AC_2_FC_0:G22_220000000	1	SexBiased_Female	F	NA	1	Induced_Male_Up_T27	M_U_T27	0002200000	FALSE
CYP7A1	3	G21_TCPOBOP:G22:M19	G21_TCPOBOP_Down_AC_1_FC_0:G22_200000000:M19_0_Weak_F	2	SexBiased_Female	F	NA	1	Induced_Male_Down_T27	M_D_T27	0100000000	FALSE
CYP7B1	2	G21_SB:M19	G21_SB_Male_AC_3:M19_7_Robust_M	2	SexBiased_Male	M	11100	0	NotInduced	NA	NA	FALSE
CYP8B1	2	G21_TCPOBOP:M19	G21_TCPOBOP_Down_AC_5_FC_5:M19_2_Weak_M	1	SexBiased_Male	M	NA	1	Induced_Male_Down_T27	B_D_T27	1111111111	FALSE
CYSLTR1	1	M19	M19_0_WeakMismatch_M	1	Conflict	C	NA	0	NotInduced	NA	NA	FALSE
CYTH2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
CYTH4	1	G21_SB	G21_SB_Female_AC_1	1	SexBiased_Female	F	00002	0	NotInduced	NA	NA	FALSE
D10WSU102E	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
D130043K22RIK	2	G21_TCPOBOP:M19	G21_TCPOBOP_Down_AC_0_FC_1:M19_2_Weak_F	1	SexBiased_Female	F	NA	1	Induced_Female_Down_T27	F_D_T27	0000001000	FALSE
D17H6S53E	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
D230025D16RIK	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Down_T27	F_D_T27	0000001000	FALSE
D2HGDH	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
D5ERTD579E	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
D630003M21RIK	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_0_FC_2	0	NotSexBiased	NA	NA	1	Induced_Female_Down_T27	F_D_T27	0000000011	FALSE
D630033O11RIK	1	M19	M19_1_Weak_M	1	SexBiased_Male	M	NA	0	NotInduced	NA	NA	FALSE
D630039A03RIK	2	G21_TCPOBOP:L17	G21_TCPOBOP_Up_AC_5_FC_4:L17_M3_U_M27_U_F3_U	0	NotSexBiased	NA	NA	2	Induced_Male_Up_Both	B_U_T27,B_U_B	2222222022	FALSE
D8ERTD738E	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
D930015E06RIK	2	G21_TCPOBOP:L17	G21_TCPOBOP_Down_AC_1_FC_0:L17_M27_D	0	NotSexBiased	NA	NA	2	Induced_Male_Down_T27	M_D_T27	0010000000	FALSE
DAAM1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DAB1	1	G22	G22_100000000	1	SexBiased_Male	M	NA	0	NotInduced	NA	NA	FALSE
DAD1	2	G21_TCPOBOP:M19_SSI	G21_TCPOBOP_Up_AC_1_FC_0:M19_SSI	1	SSI	I	NA	1	Induced_Male_Up_T27	M_U_T27	0002000000	FALSE
DAPK1	3	G21_SB:G22:M19	G21_SB_Female_AC_1:G22_220000000:M19_1_Weak_F	3	SexBiased_Female	F	00002	0	NotInduced	NA	NA	FALSE
DARS	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DAXX	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DBF4	1	L17	L17_M27_U	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
DBP	3	G22:L17:M19	G22_110000000:L17_M27_U:M19_2_Weak_M	2	SexBiased_Male	M	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
DCAF11	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Up_T27	F_U_T27	0000000002	FALSE
DCAF4	1	M19	M19_0_Weak_F	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
DCAF8	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DCAKD	2	G21_TCPOBOP:M19_SSI	G21_TCPOBOP_Up_AC_1_FC_1:M19_SSI	1	SSI	I	NA	1	Induced_Male_Up_T27	B_U_T27	0020002000	FALSE
DCBLD1	1	M19	M19_1_Weak_F	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
DCDC2A	2	G22:L17	G22_200000000:L17_M27_D	1	SexBiased_Female	F	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
DCDC2B	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DCLK3	2	G21_TCPOBOP:M19	G21_TCPOBOP_Up_AC_0_FC_1:M19_1_WeakMismatch_M	1	Conflict	C	NA	1	Induced_Female_Up_T27	F_U_T27	0000002000	FALSE
DCT	4	G21_SB:G21_TCPOBOP:G22:M19	G21_SB_Female_AC_3:G21_TCPOBOP_Down_AC_0_FC_4:G22_200000000:M19_3_Weak_F	3	SexBiased_Female	F	22200	1	Induced_Female_Down_T27	F_D_T27	0000011110	FALSE
DCTN2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DCUN1D2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DCUN1D5	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DCXR	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_1_FC_0	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	M_D_T27	0010000000	FALSE
DDA1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DDAH1	2	G21_TCPOBOP:M19	G21_TCPOBOP_Down_AC_4_FC_2:M19_4_Weak_F	1	SexBiased_Female	F	NA	1	Induced_Male_Down_T27	B_D_T27	0111100110	FALSE
DDB1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DDC	2	G21_TCPOBOP:M19	G21_TCPOBOP_Down_AC_0_FC_1:M19_1_Weak_M	1	SexBiased_Male	M	NA	1	Induced_Female_Down_T27	F_D_T27	0000000010	FALSE
DDHD1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DDHD2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DDI2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DDIAS	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Up_T27	F_U_T27	0000000200	FALSE
DDIT3	2	G22:M19_SSI	G22_010000000:M19_SSI	2	Conflict	M,I	NA	0	NotInduced	NA	NA	FALSE
DDIT4	2	L17:M19_SSI	L17_F3_U:M19_SSI	1	SSI	I	NA	1	Induced_Female_Up_T3	F_U_T3	NA	FALSE
DDIT4L	1	M19	M19_0_Weak_F	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
DDOST	3	G21_TCPOBOP:L17:M19_SSI	G21_TCPOBOP_Up_AC_2_FC_0:L17_M27_U:M19_SSI	1	SSI	I	NA	2	Induced_Male_Both_T27	M_U_T27,M_D_T27	0002200000	FALSE
DDT	1	L17	L17_M3_U_M27_U	0	NotSexBiased	NA	NA	1	Induced_Male_Up_T27	M_U_B	NA	FALSE
DDX1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DDX10	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DDX17	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DDX18	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DDX19A	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DDX23	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DDX24	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DDX39	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DDX39B	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DDX3Y	3	G21_SB:G22:M19	G21_SB_Male_AC_5:G22_111111111:M19_0_Robust_M	3	SexBiased_Male	M	11111	0	NotInduced	NA	NA	FALSE
DDX42	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DDX46	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DDX47	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DDX49	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_1_FC_0	0	NotSexBiased	NA	NA	1	Induced_Male_Up_T27	M_U_T27	0000200000	FALSE
DDX54	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DDX56	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DDX59	1	G22	G22_020000000	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
DDX6	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DDX60	2	G22:M19	G22_020000000:M19_0_Weak_F	2	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
DEAF1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DEDD	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DEF8	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DEFB1	1	M19	M19_0_Weak_F	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
DEK	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DENND4A	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DENND4C	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DENND5A	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DENND6A	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DEPDC1A	2	G21_TCPOBOP:L17	G21_TCPOBOP_Up_AC_0_FC_1:L17_M27_U	0	NotSexBiased	NA	NA	2	Induced_Both_Both_T27	F_U_T27,M_D_T27	0000000200	FALSE
DEPDC7	2	G21_TCPOBOP:M19_SSI	G21_TCPOBOP_Up_AC_1_FC_1:M19_SSI	1	SSI	I	NA	1	Induced_Male_Up_T27	B_U_T27	0002000020	FALSE
DERL1	2	G21_TCPOBOP:M19_SSI	G21_TCPOBOP_Up_AC_2_FC_0:M19_SSI	1	SSI	I	NA	1	Induced_Male_Up_T27	M_U_T27	0002200000	FALSE
DERL2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DERL3	1	M19	M19_0_Robust_M	1	SexBiased_Male	M	NA	0	NotInduced	NA	NA	FALSE
DEXI	2	G21_TCPOBOP:L17	G21_TCPOBOP_Down_AC_2_FC_4:L17_M27_D	0	NotSexBiased	NA	NA	2	Induced_Both_Down_T27	B_D_T27,M_D_T27	0100101111	FALSE
DFFA	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DFNA5	1	M19	M19_0_Weak_F	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
DGKA	1	L17	L17_M27_D	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
DGKG	1	M19	M19_0_WeakMismatch_M	1	Conflict	C	NA	0	NotInduced	NA	NA	FALSE
DHCR24	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Up_T27	F_U_T27	0000020000	FALSE
DHCR7	1	G22	G22_020000000	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
DHDDS	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DHODH	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DHRS1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DHRS13	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DHRS4	2	G21_TCPOBOP:M19_SSI	G21_TCPOBOP_Up_AC_1_FC_2:M19_SSI	1	SSI	I	NA	1	Induced_Male_Up_T27	B_U_T27	0000202002	FALSE
DHRS7	1	M19	M19_2_Weak_F	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
DHRS7B	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DHTKD1	1	G21_SB	G21_SB_Male_AC_1	1	SexBiased_Male	M	00010	0	NotInduced	NA	NA	FALSE
DHX16	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DHX38	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DHX40	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DHX57	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DHX58	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DHX9	2	G21_SB:G21_TCPOBOP	G21_SB_Male_AC_1:G21_TCPOBOP_Up_AC_0_FC_1	1	SexBiased_Male	M	00010	1	Induced_Female_Up_T27	F_U_T27	0000000020	FALSE
DIABLO	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DIAP1	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_1_FC_1	0	NotSexBiased	NA	NA	1	Induced_Male_Up_T27	B_U_T27	0020002000	FALSE
DICER1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DIO1	3	G22:L17:M19	G22_110000000:L17_F3_U:M19_1_WeakMismatch_M	2	Conflict	M,C	NA	1	Induced_Female_Up_T3	F_U_T3	NA	FALSE
DIO3	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Down_T27	F_D_T27	0000010000	FALSE
DIO3OS	1	L17	L17_M27_D	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
DIS3	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DIS3L	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DIS3L2	1	M19	M19_1_Weak_M	1	SexBiased_Male	M	NA	0	NotInduced	NA	NA	FALSE
DISP2	1	M19	M19_0_WeakMismatch_M	1	Conflict	C	NA	0	NotInduced	NA	NA	FALSE
DKK3	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_1_FC_0	0	NotSexBiased	NA	NA	1	Induced_Male_Up_T27	M_U_T27	0000200000	FALSE
DKK4	1	M19	M19_0_Robust_M	1	SexBiased_Male	M	NA	0	NotInduced	NA	NA	FALSE
DLC1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DLG4	1	M19	M19_0_Weak_F	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
DLGAP1	2	G21_SB:G22	G21_SB_Female_AC_2:G22_020000000	2	SexBiased_Female	F	00022	0	NotInduced	NA	NA	FALSE
DLGAP5	3	G21_TCPOBOP:L17:M19	G21_TCPOBOP_Up_AC_0_FC_3:L17_M27_U:M19_0_Weak_F	1	SexBiased_Female	F	NA	2	Induced_Both_Both_T27	F_U_T27,M_D_T27	0000022020	FALSE
DLST	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DMBT1	1	G22	G22_220000000	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
DMGDH	2	L17:M19	L17_M27_D:M19_1_Weak_F	1	SexBiased_Female	F	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
DMRTA1	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_1_FC_0	0	NotSexBiased	NA	NA	1	Induced_Male_Up_T27	M_U_T27	0020000000	FALSE
DMTF1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DNAH11	1	M19	M19_NA_Weak_F	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
DNAH7A	1	G22	G22_220000000	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
DNAH8	2	G22:M19	G22_100000000:M19_NA_Robust_M	2	SexBiased_Male	M	NA	0	NotInduced	NA	NA	FALSE
DNAIC1	3	G21_TCPOBOP:L17:M19	G21_TCPOBOP_Down_AC_2_FC_4:L17_M27_D:M19_0_Robust_M	1	SexBiased_Male	M	NA	2	Induced_Both_Down_T27	B_D_T27,M_D_T27	0011011110	FALSE
DNAJA1	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_2_FC_0	0	NotSexBiased	NA	NA	1	Induced_Male_Up_T27	M_U_T27	0002200000	FALSE
DNAJA2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DNAJB1	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_2_FC_0	0	NotSexBiased	NA	NA	1	Induced_Male_Up_T27	M_U_T27	0002200000	FALSE
DNAJB4	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DNAJB9	2	G21_TCPOBOP:L17	G21_TCPOBOP_Up_AC_4_FC_4:L17_M27_U	0	NotSexBiased	NA	NA	2	Induced_Both_Both_T27	B_U_T27,M_D_T27	0222222220	FALSE
DNAJC1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DNAJC10	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DNAJC11	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DNAJC12	2	L17:M19	L17_M27_D:M19_0_Weak_M	1	SexBiased_Male	M	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
DNAJC13	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DNAJC16	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DNAJC2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DNAJC22	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DNAJC25	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DNAJC3	1	L17	L17_M27_U	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
DNAJC7	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DNASE1	1	M19	M19_0_Robust_M	1	SexBiased_Male	M	NA	0	NotInduced	NA	NA	FALSE
DNASE1L3	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Up_T27	F_U_T27	0000002000	FALSE
DNASE2A	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DNM1L	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DNM2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DNM3	1	M19	M19_0_Weak_F	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
DNMT3A	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DNMT3B	3	G21_TCPOBOP:G22:L17	G21_TCPOBOP_Down_AC_0_FC_2:G22_020000000:L17_M27_D_F3_D	1	SexBiased_Female	F	NA	2	Induced_Both_Down_Both	F_D_T27,B_D_B	0000001010	FALSE
DNTT	5	G21_SB:G21_TCPOBOP:G22:L17:M19	G21_SB_Female_AC_1:G21_TCPOBOP_Up_AC_1_FC_5:G22_220000000:L17_M27_U:M19_0_Robust_F	3	SexBiased_Female	F	00020	2	Induced_Both_Both_T27	B_U_T27,M_D_T27	0002022222	FALSE
DNTTIP1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DOCK1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DOCK10	1	G22	G22_020000000	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
DOCK4	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DOCK5	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DOCK8	3	G21_TCPOBOP:L17:M19_SSI	G21_TCPOBOP_Up_AC_2_FC_3:L17_M27_U:M19_SSI	1	SSI	I	NA	2	Induced_Both_Both_T27	B_U_T27,M_D_T27	0220022020	FALSE
DOHH	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DOS	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Down_T27	F_D_T27	0000001000	FALSE
DOT1L	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Up_T27	F_U_T27	0000020000	FALSE
DPAGT1	2	G21_TCPOBOP:M19_SSI	G21_TCPOBOP_Up_AC_0_FC_1:M19_SSI	1	SSI	I	NA	1	Induced_Female_Up_T27	F_U_T27	0000002000	FALSE
DPF2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DPF3	2	G22:M19	G22_220000000:M19_NA_Robust_F	2	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
DPH1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DPH5	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DPM3	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DPP8	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DPP9	2	L17:M19_SSI	L17_M27_D:M19_SSI	1	SSI	I	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
DPY19L3	1	M19	M19_0_Robust_M	1	SexBiased_Male	M	NA	0	NotInduced	NA	NA	FALSE
DPY19L4	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DQX1	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Down_T27	F_D_T27	0000001000	FALSE
DRAM1	1	M19	M19_0_Weak_F	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
DRG1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DRG2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DSG1C	2	G21_SB:G22	G21_SB_Male_AC_1:G22_110000000	2	SexBiased_Male	M	00010	0	NotInduced	NA	NA	FALSE
DSTN	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DSTYK	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DTD2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DTL	2	G21_TCPOBOP:L17	G21_TCPOBOP_Up_AC_0_FC_2:L17_M27_U	0	NotSexBiased	NA	NA	2	Induced_Both_Both_T27	F_U_T27,M_D_T27	0000000220	FALSE
DTNBP1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DTX1	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_0_FC_2	0	NotSexBiased	NA	NA	1	Induced_Female_Up_T27	F_U_T27	0000022000	FALSE
DTX4	3	G21_TCPOBOP:L17:M19_SSI	G21_TCPOBOP_Up_AC_0_FC_4:L17_M3_U_M27_U_F3_U:M19_SSI	1	SSI	I	NA	2	Induced_Both_Up_Both	F_U_T27,B_U_B	0000002222	FALSE
DTYMK	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_1_FC_0	0	NotSexBiased	NA	NA	1	Induced_Male_Up_T27	M_U_T27	0002000000	FALSE
DUS2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DUS3L	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DUSP1	1	G22	G22_200000000	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
DUSP11	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DUSP16	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_1_FC_0	0	NotSexBiased	NA	NA	1	Induced_Male_Up_T27	M_U_T27	0000200000	FALSE
DUSP28	1	M19	M19_1_Weak_F	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
DUSP3	2	L17:M19_SSI	L17_M27_U:M19_SSI	1	SSI	I	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
DUSP6	2	G21_TCPOBOP:L17	G21_TCPOBOP_Up_AC_4_FC_0:L17_M27_U	0	NotSexBiased	NA	NA	2	Induced_Male_Both_T27	M_U_T27,M_D_T27	0222200000	FALSE
DUSP9	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_0_FC_2	0	NotSexBiased	NA	NA	1	Induced_Female_Up_T27	F_U_T27	0000022000	FALSE
DUT	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DYM	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DYNC1H1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
